Region,Buyer,Model,Model Year,Supplier,text
Europe,Citroen,C4 Picasso (Spain),2011,Hutchinson S.A.,Brake hose
Europe,Citroen,C5 (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Citroen,DS3 (France),2011,Flexitech Inc.,Brake hose
Europe,Citroen,DS3 (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Citroen,DS3 (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Citroen,DS DS4 (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Dacia,Logan (Romania),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Daimler,Mercedes-Benz A-Class (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Daimler,Mercedes-Benz B-Class (Germany),2011,Continental AG,Brake hose
Europe,Daimler,Mercedes-Benz B-Class (Germany),2011,Flexitech Inc.,Brake hose
Europe,Daimler,Mercedes-Benz B-Class (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Daimler,Mercedes-Benz E-Class (Germany),2011,Cooper-Standard Holdings Inc.,Brake hose
Europe,Daimler,Mercedes-Benz E-Class (Germany),2011,Flexitech Inc.,Brake hose
Americas,Daimler,Mercedes-Benz GL-Class (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Daimler,Mercedes-Benz GLK-Class (Germany),2011,Continental AG,Brake hose
Americas,Daimler,Mercedes-Benz M-Class (USA),2011,Continental AG,Brake hose
Europe,Daimler,Mercedes-Benz SLK-Class (Germany),2011,Continental AG,Brake hose
Europe,Daimler,Mercedes-Benz SLK-Class (Germany),2011,Freudenberg SE,Brake hose
Americas,Dodge,Avenger (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Dodge,Caliber (USA),2011,Flexitech Inc.,Brake hose
Americas,Dodge,Challenger (Canada),2011,Flexitech Inc.,Brake hose
Americas,Dodge,Charger (Canada),2011,Flexitech Inc.,Brake hose
Americas,Dodge,Charger (Canada),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,Dodge,Durango (USA),2011,Flexitech Inc.,Brake hose
Americas,Dodge,Durango (USA),2011,Martinrea International Inc.,Brake hose
Americas,Dodge,Journey (Mexico),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Fiat,500 (Poland),2011,TMD Friction Holdings GmbH,Brake hose
Europe,Fiat,Bravo (Italy),2011,Continental AG,Brake hose
Europe,Fiat,Bravo (Italy),2011,Hutchinson S.A.,Brake hose
Europe,Fiat,Doblo (Turkey),2011,Teklas Kaucuk San. Ve Tic. A.S.,Brake hose
Europe,Fiat,Linea (Turkey),2011,Continental AG,Brake hose
Europe,Fiat,Linea (Turkey),2011,Teklas Kaucuk San. Ve Tic. A.S.,Brake hose
Europe,Fiat,Linea (Turkey),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Fiat,Panda (Italy),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Fiat,Punto (Italy),2011,DN Automotive Italy s.r.l. (Formerly C.F. Gomma S.p.A.),Brake hose
Europe,Fiat,Punto (Italy),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Ford,Edge (Canada),2011,Cooper-Standard Holdings Inc.,Brake hose
Americas,Ford,Edge (Canada),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,Ford,Explorer (USA),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,Ford,F-Series (USA),2011,Flexitech Inc.,Brake hose
Americas,Ford,F-Series (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Ford,Fiesta (Mexico),2011,Continental AG,Brake hose
Americas,Ford,Fiesta (Mexico),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Europe,Ford,Focus (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Ford,Focus (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,Ford,Fusion (Mexico),2011,Continental AG,Brake hose
Americas,Ford,Fusion (Mexico),2011,Cooper-Standard Holdings Inc.,Brake hose
Americas,Ford,Fusion (Mexico),2011,Martinrea International Inc.,Brake hose
Americas,Ford,Fusion (Mexico),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Europe,Ford,Galaxy (Belgium),2011,Continental AG,Brake hose
Europe,Ford,Galaxy (Belgium),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Ford,Ka (Poland),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Ford,Kuga (Germany),2011,Continental AG,Brake hose
Americas,Ford,Lincoln MKS (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Ford,Lincoln MKT (Canada),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,Ford,Lincoln MKT (Canada),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Ford,Lincoln MKZ (Mexico),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Europe,Ford,Mondeo (Belgium),2011,Cooper-Standard Holdings Inc.,Brake hose
Americas,Ford,Mustang (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Ford,Taurus (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,Ford,Territory (Australia),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Ford,Transit Connect (Turkey),2011,Teklas Kaucuk San. Ve Tic. A.S.,Brake hose
Europe,Ford,Transit Connect (Turkey),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,GM,Chevrolet Aveo (Korea),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,GM,Chevrolet Camaro (Canada),2011,Martinrea International Inc.,Brake hose
Americas,GM,Chevrolet Cruze (USA),2011,Cooper-Standard Holdings Inc.,Brake hose
Americas,GM,Cadillac CTS (USA),2011,Cooper-Standard Holdings Inc.,Brake hose
Americas,GM,Cadillac CTS (USA),2011,Flexitech Inc.,Brake hose
Americas,GM,Chevrolet Equinox (Canada),2011,Cooper-Standard Holdings Inc.,Brake hose
Americas,GM,Chevrolet Equinox (Canada),2011,Flexitech Inc.,Brake hose
Americas,GM,Cadillac Escalade (USA),2011,Flexitech Inc.,Brake hose
Americas,GM,Cadillac Escalade (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,GM,Chevrolet Impala (Canada),2011,Cooper-Standard Holdings Inc.,Brake hose
Americas,GM,Buick LaCrosse (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,GM,Buick Lucerne (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,GM,Chevrolet Malibu (USA),2011,Flexitech Inc.,Brake hose
Americas,GM,Buick Regal (Canada),2011,Flexitech Inc.,Brake hose
Americas,GM,Buick Regal (Canada),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,GM,Chevrolet Silverado (USA),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,GM,Chevrolet Silverado (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,GM,Chevrolet Sonic (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,GM,Cadillac SRX (Mexico),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,GM,GMC Terrain (Canada),2011,Flexitech Inc.,Brake hose
Americas,GM,GMC Terrain (Canada),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,GM,Chevrolet Traverse (USA),2011,Martinrea International Inc.,Brake hose
Americas,GM,GMC Yukon (USA),2011,Flexitech Inc.,Brake hose
Americas,GM,GMC Yukon (USA),2011,Martinrea International Inc.,Brake hose
Japan,Honda,Insight,2011,Nichirin Co. Ltd.,Brake hose
Americas,Honda,Pilot (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,Hyundai,Avante (Korea),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,Hyundai,Santa Fe (Korea),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,Hyundai,Sonata (Korea),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,Isuzu,D-Max (Thailand),2011,Inoac Tokai (Thailand) Co. Ltd.,Vacuum hose
Europe,Jaguar Land Rover,Land Rover Discovery (UK),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Jaguar Land Rover,Land Rover Range Rover Evoque (UK),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Jaguar Land Rover,Land Rover Range Rover Evoque (UK),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Jaguar Land Rover,Jaguar XF (UK),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Jaguar Land Rover,Jaguar XJ/XK (UK),2011,Goodridge UK Ltd,Brake hose
Americas,Jeep,Compass (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Jeep,Grand Cherokee (USA),2011,Flexitech Inc.,Brake hose
Americas,Jeep,Grand Cherokee (USA),2011,Martinrea International Inc.,Brake hose
Americas,Jeep,Patriot (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,Kia,cee'd (Korea),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,Kia,Optima (Korea),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,Kia,Sorento (Korea),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
ASEAN・India・Korea,Kia,Sportage (Korea),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Kia,Venga (Slovakia),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Lancia,Delta (Italy),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Lancia,Ypsilon (Poland),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Japan,Mazda,Atenza,2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,Demio,2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mitsubishi,ASX,2011,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,ASX,2011,Sankyo Gum Co. Ltd.,Brake hose
Europe,Mitsubishi,Colt (Netherlands),2011,Federal-Mogul Holdings LLC,Brake hose
Europe,Mitsubishi,Colt (Netherlands),2011,Freudenberg SE,Brake hose
Europe,Mitsubishi,Colt (Netherlands),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Mitsubishi,Eclipse (USA),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Mitsubishi,Outlander (Netherlands),2011,Meiji Flow Systems Co. Ltd.,Brake hose
Europe,Mitsubishi,Outlander (Netherlands),2011,Sankyo Gum Co. Ltd.,Brake hose
Americas,Mitsubishi,Outlander Sport (USA),2011,Meiji Flow Systems Co. Ltd.,Brake hose
Americas,Mitsubishi,Outlander Sport (USA),2011,Sankyo Gum Co. Ltd.,Brake hose
ASEAN・India・Korea,Mitsubishi,Triton (Thailand),2011,Inoac Tokai (Thailand) Co. Ltd.,Vaccum hose
Europe,Nissan,Dualis (UK),2011,Cikautxo S. Coop.,Brake hose
Europe,Nissan,Dualis (UK),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Nissan,Note (Mexico),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Nissan,Pathfinder (USA),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Europe,Opel,Astra (Germany),2011,DN Automotive Italy s.r.l. (Formerly C.F. Gomma S.p.A.),Brake hose
Europe,Opel,Astra (Germany),2011,Freudenberg SE,Brake hose
Europe,Opel,Astra (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Opel,Corsa (Germany),2011,DN Automotive Italy s.r.l. (Formerly C.F. Gomma S.p.A.),Brake hose
Europe,Opel,Insignia (Germany),2011,Hutchinson S.A.,Brake hose
Europe,Opel,Meriva (Spain),2011,Cooper-Standard Holdings Inc.,Brake hose
Europe,Opel,Meriva (Spain),2011,Freudenberg SE,Brake hose
Europe,Opel,Meriva (Spain),2011,Hutchinson S.A.,Brake hose
Europe,Opel,Zafira (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Opel,Zafira (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Peugeot,206 (France),2011,Freudenberg SE,Brake hose
Europe,Peugeot,206 (France),2011,Hutchinson S.A.,Brake hose
Europe,Peugeot,206 (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Peugeot,206 (France),2011,ZF Active Safety And Electronics US LLC (Formerly TRW Automotive),Brake hose
Europe,Peugeot,207 (France),2011,Freudenberg SE,Brake hose
Europe,Peugeot,207 (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Peugeot,3008 (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Peugeot,308 (France),2011,Cooper-Standard Holdings Inc.,Brake hose
Europe,Peugeot,5008 (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Peugeot,508 (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Peugeot,RCZ (Austria),2011,Flexitech Inc.,Brake hose
Europe,Peugeot,RCZ (Austria),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Porsche,911 (Germany),2011,Continental AG,Brake hose
Europe,Porsche,911 (Germany),2011,Cooper-Standard Holdings Inc.,Brake hose
Europe,Porsche,Panamera (Germany),2011,Continental AG,Brake hose
Europe,Porsche,Panamera (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Renault,Clio (Turkey),2011,Teklas Kaucuk San. Ve Tic. A.S.,Brake hose
Europe,Renault,Clio (Turkey),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Renault,Espace (France),2011,Freudenberg SE,Brake hose
Europe,Renault,Espace (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Renault,Laguna (France),2011,Cikautxo S. Coop.,Brake hose
Europe,Renault,Laguna (France),2011,Freudenberg SE,Brake hose
Europe,Renault,Laguna (France),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Renault,Megane (Spain),2011,Flexitech Inc.,Brake hose
Europe,Renault,Megane (Spain),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Renault,Modus (Spain),2011,Cikautxo S. Coop.,Brake hose
Europe,Renault,Modus (Spain),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Renault,Scenic (France),2011,Akwel SA - Champfromier (Formerly MGI Coutier),Brake hose
Europe,Renault,Twingo (Slovenia),2011,Cikautxo S. Coop.,Brake hose
Europe,Renault,Twingo (Slovenia),2011,Cooper-Standard Holdings Inc.,Brake hose
Europe,Skoda,Fabia (Czech Republic),2011,Cooper-Standard Holdings Inc.,Brake hose
Europe,Skoda,Roomster (Czech Republic),2011,Cooper-Standard Holdings Inc.,Brake hose
Europe,Skoda,Superb (Czech Republic),2011,Continental AG,Brake hose
Europe,Skoda,Yeti (Czech Republic),2011,Continental AG,Brake hose
Europe,Skoda,Yeti (Czech Republic),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Japan,Suzuki,Kizashi,2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,Toyota,Avalon (USA),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Europe,Toyota,Avensis (UK),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Toyota,Camry (USA),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Toyota,Lexus CT200h,2011,Sanoh Industrial Co. Ltd.,Brake hose
ASEAN・India・Korea,Toyota,Hilux Vigo (Thailand),2011,Inoac Tokai (Thailand) Co. Ltd.,Vacuum hose
Americas,Toyota,Lexus RX (Canada),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Toyota,Yaris (France),2011,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Europe,Volkswagen,Amarok (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,Volkswagen,Beetle (Mexico),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Volkswagen,Eos (Portugal),2011,Hutchinson S.A.,Brake hose
Europe,Volkswagen,Eos (Portugal),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Americas,Volkswagen,Jetta (Mexico),2011,Flexitech Inc.,Brake hose
Europe,Volkswagen,Passat (Germany),2011,A. Kayser Automotive Systems GmbH,Vacuum hose
Europe,Volkswagen,Passat (Germany),2011,Continental AG,Brake hose
Europe,Volkswagen,Passat (Germany),2011,Flexitech Inc.,Brake hose
Europe,Volkswagen,Passat (Germany),2011,Hutchinson S.A.,Brake hose
Europe,Volkswagen,Passat (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,Volkswagen,Routan (Canada),2011,Cooper-Standard Holdings Inc.,Brake hose
Europe,Volkswagen,Sharan (Portugal),2011,FTE automotive GmbH,Brake hose
Europe,Volkswagen,Sharan (Portugal),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Volkswagen,Tiguan (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Volkswagen,Touareg (Slovakia),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Volkswagen,Touareg (Slovakia),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Volkswagen,Touran (Germany),2011,Continental AG,Brake hose
Europe,Volkswagen,Transporter (Germany),2011,Continental AG,Brake hose
Europe,Volkswagen,Transporter (Germany),2011,FTE automotive GmbH,Brake hose
Europe,Volkswagen,Transporter (Germany),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Volvo Cars,Volvo S40 (Belgium),2011,Continental AG,Brake hose
Europe,Volvo Cars,Volvo S40 (Belgium),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Volvo Cars,Volvo V70 (Sweden),2011,Continental AG,Brake hose
Europe,Volvo Cars,Volvo V70 (Sweden),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Volvo Cars,Volvo XC60 (Belgium),2011,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake hose
Europe,Audi,A1 (Belgium),2010,FTE automotive GmbH,Rear brake hose
Europe,BMW,5 Series (Germany),2010,Flexitech Inc.,Front brake hose
Europe,BMW,5 Series (Germany),2010,Flexitech Inc.,Rear brake hose
Europe,Citroen,C4 (France),2010,Flexitech Inc.,Front brake hose
Europe,Citroen,C4 (France),2010,Hutchinson S.A.,Rear brake hose
Europe,Citroen,DS3 (France),2010,Flexitech Inc.,Front brake hose
Europe,Citroen,DS3 (France),2010,Hutchinson S.A.,Rear brake hose
Japan,Daihatsu,Atrai Wagon,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Be-go,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Boon,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Boon Luminas,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Coo,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Copen,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Esse,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Hijet Cargo,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Hijet Truck,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Mira,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Mira Cocoa,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Mira Van,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Move,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Move Conte,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Tanto,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Tanto Exe,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Daihatsu,Terios Kid,2010,Toyoda Gosei Co. Ltd.,Brake hose
Americas,Fiat,Uno (Brazil),2010,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,Ford,Lincoln MKT (Canada),2010,Hitachi Astemo Ltd. (Formerly Hitachi Automotive Systems Ltd.),Brake hose assembly
Americas,GM,Chevrolet Equinox (Canada),2010,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Japan,Honda,Acty Truck,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Honda,Acty Van,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Honda,CR-Z,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Elysion,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,FCX Clarity,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Freed,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Insight,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Inspire,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Inspire,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Honda,Legend,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Life,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Life,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Honda,Odyssey,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Honda,Step WGN,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Step WGN,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Honda,Stream,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Honda,Vamos,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Honda,Vamos Hobio,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Honda,Zest,2010,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Zest,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,Atenza,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,Atenza,2010,Toyoda Gosei Co. Ltd.,Vacuum brake hose
Japan,Mazda,Atenza Sport,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,Atenza Sport,2010,Toyoda Gosei Co. Ltd.,Vacuum brake hose
Japan,Mazda,Atenza Sport Wagon,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,Atenza Sport Wagon,2010,Toyoda Gosei Co. Ltd.,Vacuum brake hose
Japan,Mazda,Bongo Truck,2010,Nichirin Co. Ltd.,Brake hose
Japan,Mazda,Bongo Truck,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Bongo Van,2010,Nichirin Co. Ltd.,Brake hose
Japan,Mazda,Bongo Van,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,CX-7,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,CX-7,2010,Toyoda Gosei Co. Ltd.,Vacuum brake hose
Japan,Mazda,CX-9,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,CX-9,2010,Toyoda Gosei Co. Ltd.,Vacuum brake hose
Japan,Mazda,Demio,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,MPV,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,MPV,2010,Toyoda Gosei Co. Ltd.,Vacuum brake hose
Japan,Mazda,Roadster,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,RX-8,2010,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
ASEAN・India・Korea,Mitsubishi,Challenger (Thailand),2010,Meiji Flow Systems Co. Ltd.,Brake hose
ASEAN・India・Korea,Mitsubishi,Challenger (Thailand),2010,Sankyo Co. Ltd.,Brake hose
Japan,Mitsubishi,Colt,2010,Meiji Flow Systems Co. Ltd.,Vacuum brake hose
Japan,Mitsubishi,Colt,2010,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,Colt Plus,2010,Meiji Flow Systems Co. Ltd.,Vacuum brake hose
Japan,Mitsubishi,Colt Plus,2010,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,Delica D:5,2010,Meiji Flow Systems Co. Ltd.,Vacuum brake hose
Japan,Mitsubishi,Delica D:5,2010,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,Delica D:5,2010,Sankyo Co. Ltd.,Brake hose
Japan,Mitsubishi,Delica D:5,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,eK Wagon,2010,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,eK Wagon,2010,Sankyo Co. Ltd.,Brake hose
Japan,Mitsubishi,eK Wagon,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,Galant Fortis,2010,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,Galant Fortis,2010,Sankyo Co. Ltd.,Brake hose
Japan,Mitsubishi,Galant Fortis,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,Galant Fortis Sportback,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,i,2010,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,i,2010,Sankyo Co. Ltd.,Brake hose
Japan,Mitsubishi,i,2010,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,i-MiEV,2010,Meiji Flow Systems Co. Ltd.,Brake hose
